UID,name,address,city,state,zip,latitude,longitude,,,,,,,,,,,
,Shrees Dairy,1437 South Baldwin Ave,Arcadia,CA,91007,34.12271,-118.055,(626) 574-0670,9:00 AM to 8:00 PM,9:00 AM to 8:00 PM,9:00 AM to 8:00 PM,9:00 AM to 8:00 PM,9:00 AM to 8:00 PM,9:00 AM to 8:00 PM,9:00 AM to 8:00 PM,PST,Yelp,https://www.yelp.com/biz/shrees-dairy-arcadia
,Shunfat Supermarket,600 E Valley Blvd,,CA,91776,34.079799,-118.092801,(626) 280-9998,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,PST,Factual,http://www.shunfatsupermarket.com/
,Si Distribution Co,515 Stanford Ave,Los Angeles,CA,90013,34.0423,-118.24,,,,,,,,,PST,LACity,
,Siam Grocery Warehouse,2505 E Palmdale Blvd,Palmdale,CA,93550,34.580578,-118.084759,(661) 266-8839,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,PST,Factual,http://shandrathai.com
,Siam Market,2505 E Anaheim St,,CA,90804,33.782718,-118.162077,(562) 433-4102,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,http://siemreapkhmercuisine.com
,Siboney Market,15043 Roscoe Blvd,,CA,91402,34.221554,-118.460584,(818) 893-6200,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Sierra Cheese Mfg Co Inc,916 S Santa Fe Ave,Compton,CA,90221,33.8876,-118.22,,,,,,,,,PST,LACity,
,Sierra Food Development,481 Mariposa Ave,,CA,91024,34.160727,-118.062535,(626) 355-9556,,,,,,,,PST,Factual,
,Sierra Foods,3618 Baldwin Ave,,CA,91731,34.074649,-118.053588,(626) 575-3667,12:00 AM - 1:00 AM,12:00 AM - 1:30 AM,12:00 AM - 1:30 AM,12:00 AM - 1:30 AM,12:00 AM - 1:30 AM,12:00 AM - 1:00 AM,12:00 AM - 1:00 AM,PST,Factual,
,Sierra Foods,3665 Puente Ave,,CA,91706,34.078878,-117.952946,(626) 337-7027,12:00 AM - 1:00 AM,12:00 AM - 1:30 AM,12:00 AM - 1:30 AM,12:00 AM - 1:30 AM,12:00 AM - 1:30 AM,12:00 AM - 1:00 AM,12:00 AM - 1:00 AM,PST,Factual,
,Sierra Foods,38755 Tierra Subida Ave,,CA,93551,34.586906,-118.1475,(661) 274-4539,,,,,,,,PST,Factual,
,Sierra Foods Inc,1405 W Century Blvd,Los Angeles,CA,90047,33.9454,-118.3,,,,,,,,,PST,LACity,
,Sierra Foods Inc,4395 Glencoe Ave,Marina Del Rey,CA,90292,33.9855,-118.44,,,,,,,,,PST,LACity,
,Sierra Grocery Meat & Produce,27125 Sierra Hwy,Canyon Country,CA,91351,34.407851,-118.462136,(661) 298-0966,,,,,,,,PST,Factual,https://www.yelp.com/biz/sierra-grocery-canyon-country
,Siesta Market,1372 E Thousand Oaks Blvd,Thousand Oaks,CA,91362,34.177671,-118.855636,(805) 496-6775,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,PST,Factual,http://www.siestamarket.com
,Signal Rexall Drugs,2171 W Florence Ave,,CA,90047,33.974646,-118.317468,(323) 759-4475,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,,PST,Factual,http://www.goodneighborpharmacy.com
,Silao Gourmet Tortilla Manufacturer,4136 E Cesar E Chavez Ave,Los Angeles,CA,90063,34.040383,-118.176887,(323) 268-5789,,,,,,,,PST,Factual,https://www.yelp.com/biz/la-blanquita-carniceria-los-angeles
,Silas Inc,129 E G St,Wilmington,CA,90744,33.7785,-118.26,,,,,,,,,PST,LACity,
,Silom Supermarket,5321 Hollywood Blvd,Los Angeles,CA,90027,34.101886,-118.306299,(323) 993-9000,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,PST,Factual,http://www.waldenbooks.com
,Silvana's Minimarket,5413 S Main St,,CA,90037,33.993047,-118.274067,(323) 233-8895,,,,,,,,PST,Factual,
,Silvard Dzhraghtspanyan,13556 Roscoe Blvd,Panorama City,CA,91402,34.2216,-118.43,,,,,,,,,PST,LACity,
,Silver Lake Markets,2815 W Sunset Blvd,,CA,90026,34.082354,-118.272133,(213) 908-5050,,,,,,,,PST,Factual,
,Silver Lining Hp,9244 La Tuna Canyon Rd,,CA,91352,34.236092,-118.334718,(818) 353-6400,,,,,,,,PST,Factual,http://msm-hgh.com
,Silver Moon Market,2501 E 4Th St,Los Angeles,CA,90033,34.04011,-118.210372,(323) 269-5005,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Sima Mail & Market,20450 Nordhoff St,,CA,91311,34.231743,-118.578742,(818) 885-1237,9:00 AM - 4:30 PM,9:00 AM - 4:30 PM,9:00 AM - 4:30 PM,9:00 AM - 4:30 PM,9:00 AM - 4:30 PM,,,PST,Factual,
,Simco Foods,1180 S Beverly Dr #509,Los Angeles,CA,90035,,,,,,,,,,,PST,LACity,
,Simmons Market,8361 San Fernando Rd,Sun Valley,CA,91352,34.22192,-118.373418,(818) 767-5755,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Simon's Chevron,3050 Los Feliz Blvd,Los Angeles,CA,90039,34.12462,-118.266,(323) 661-4027,,,,,,,,PST,Yelp,https://www.yelp.com/biz/simons-chevron-los-angeles
,Simon's Mini-Market & Gas Station,501 E Manchester Blvd,,CA,90301,33.961709,-118.348421,(310) 673-7768,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,http://arco.com
,Simons Market,511 Rose Ave,Venice,CA,90291,33.998381,-118.473827,(310) 392-3149,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,PST,Factual,http://www.simonsmarket.com/
,Simply Convenient,7834 Balboa Blvd,,CA,91406,34.21292,-118.500967,(818) 786-1638,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Sin Phat Super Market,421 N Atlantic Blvd,Monterey Park,CA,91754,34.067252,-118.134499,(626) 308-3998,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,PST,Factual,http://www.shunfatsupermarket.com/
,Sinai Kosher Market,8680 W Pico Blvd,Los Angeles,CA,90035,34.0542,-118.38,,,,,,,,,PST,LACity,
,Sinai Market,1820 W 54Th St,Los Angeles,CA,90062,33.9932,-118.31,,,,,,,,,PST,LACity,
,Sis Deli & Groceries,1800 Hillhurst Ave,Los Angeles,CA,90027,34.103847,-118.286973,(323) 665-6406,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,http://www.facebook.com
,Sixtern Kim's Mart,3917 W 6Th St,Los Angeles,CA,90020,34.063629,-118.30862,(213) 382-3917,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Sj Quickfire,522 E Vine Ave,,CA,91790,34.05766,-117.935361,(626) 502-1631,,,,,,,,PST,Factual,
,Sk Trading,2718 Chico Ave,,CA,91733,34.061476,-118.059788,(626) 279-1789,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Skinny Batches Llc,230 W Ave 26,Los Angeles,CA,90031,34.0792,-118.22,,,,,,,,,PST,LACity,
,Sky Global,722 S Alameda St,,CA,90021,34.032941,-118.238445,(213) 623-3355,,,,,,,,PST,Factual,http://skyglobalus.com
,Skyline,10760 Vanowen St,North Hollywood,CA,91605,34.1939,-118.365419,(818) 763-6763,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,10:00 AM - 3:00 PM,PST,Factual,http://www.skyline.com
,Skypark Market,4401 W Rosamond Blvd,,CA,93560,34.863911,-118.209645,(661) 256-6585,,,,,,,,PST,Factual,
,Slauson Food & Beverage Wholesalers Inc,762 E Slauson Ave,Los Angeles,CA,90011,33.9892,-118.26,,,,,,,,,PST,LACity,
,Smart Start Nutrition,2628 1/2 E Cesar E Chavez Ave,Los Angeles,CA,90033,34.0456,-118.21,,,,,,,,,PST,LACity,
,Smg Food & Beverage,300 E Ocean Blvd,,CA,90802,33.766735,-118.189304,(909) 937-3063,,,,,,,,PST,Factual,
,Smile Food,16 E Market St,,CA,90805,33.854168,-118.195846,(562) 984-2622,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,9:00 AM - 5:00 PM,10:00 AM - 4:00 PM,PST,Factual,
,Smile Food,3478 E Cesar E Chavez Ave,Los Angeles,CA,90063,34.040395,-118.189839,(323) 980-9989,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 10:00 PM,PST,Factual,
,Smiley's Market,14712 Parthenia St,,CA,91402,34.227972,-118.454344,(818) 895-7475,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Smoke & Market,1252 E Florence Ave,,CA,90001,33.97467,-118.252953,(323) 583-8505,,,,,,,,PST,Factual,
,Sna General Discount & Market,9522 S Figueroa St,,CA,90003,33.94963,-118.282509,(323) 755-4001,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 10:00 PM,PST,Factual,
,Snack N Wagon Distributing,10128 Gloria Ave,North Hills,CA,91343,34.2542,-118.48,,,,,,,,,PST,LACity,
,Snappy Food Mart,5205 W Imperial Highway,Los Angeles,CA,90045,33.9309,-118.37,,,,,,,,,PST,LACity,
,Snv Co,18827 Kirkcolm Lane,Northridge,CA,91326,34.2924,-118.54,,,,,,,,,PST,LACity,
,Sobador Vitaminas Y Mas,1919 W 7Th St,,CA,90057,34.055824,-118.275131,(213) 483-4524,,,,,,,,PST,Factual,
,Socal Frozen Treats,5857 S Central Ave,,CA,90001,33.987957,-118.25646,(323) 325-7044,,,,,,,,PST,Factual,
,Social Paella,17301 Cagney St,Granada Hills,CA,91344,34.3006,-118.51,,,,,,,,,PST,LACity,
,Sodexo,100 W California Blvd,,CA,91105,34.135649,-118.152272,(626) 397-3440,,,,,,,,PST,Factual,
,Sodexo,24255 Pacific Coast Hwy,,CA,90263,34.038149,-118.709467,(310) 506-6368,,,,,,,,PST,Factual,http://www.sodexousa.com/
,Sodexo America Llc,8401 Fallbrook Ave,Canoga Park,CA,91304,34.2215,-118.62,,,,,,,,,PST,LACity,
,Sof'Ella Gourmet Natural Foods,312 W 5Th St,,CA,90013,34.048116,-118.251157,(213) 623-0075,,,,,,,,PST,Factual,
,Sofi Mini Market,4074 Avalon Blvd,Los Angeles,CA,90011,34.0097,-118.27,,,,,,,,,PST,LACity,
,Sok Ph Llc,809 S Vermont Ave,Los Angeles,CA,90005,34.0574,-118.29,,,,,,,,,PST,LACity,
,Sol Mart,1606 W Sunset Blvd,,CA,90026,34.076745,-118.257576,(213) 977-9478,,,,,,,,PST,Factual,
,Sol Y Luna,20611 Lemay St,Winnetka,CA,91306,34.1915,-118.58,,,,,,,,,PST,LACity,
,Sol Y Mar Seafood Inc,225 W Orange Grove Ave,Burbank,CA,91502,34.1754,-118.32,,,,,,,,,PST,LACity,
,Sola African & Carribean Food Markets,8720 Sepulveda Blvd,North Hills,CA,91343,34.22905,-118.468,(818) 920-6561,,,,,,,,PST,Yelp,https://www.yelp.com/biz/sola-african-and-carribean-food-markets-north-hills
,Solo Foods Inc.,118 W Kelso St,,CA,90301,33.958656,-118.355782,(310) 419-7206,,,,,,,,PST,Factual,
,Solstice Foods,5440 Topeka Dr,Tarzana,CA,91356,34.1697,-118.55,,,,,,,,,PST,LACity,
,Somang Society,14659 Alondra Blvd,,CA,90638,33.88955,-118.018942,(714) 670-7450,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,PST,Factual,
,Somersize,23679 Calabasas Rd,,CA,91302,34.156537,-118.64363,(818) 222-3273,,,,,,,,PST,Factual,
,Somical Produce,925 E 9Th St,Los Angeles,CA,90021,34.0346,-118.25,,,,,,,,,PST,LACity,
,Son Akamaru Group,12428 Sunnycreek Ln,,CA,90703,33.885562,-118.067498,(562) 556-7243,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,PST,Factual,
,Sonia's Market,5043 S Normandie Ave,Los Angeles,CA,90037,33.99725,-118.300245,(323) 296-6210,,,,,,,,PST,Factual,
,Sonny & Sons,339 Washington Blvd,Marina Del Rey,CA,90292,33.980919,-118.463921,(310) 822-2233,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,PST,Factual,https://www.yelp.com/biz/alans-market-marina-del-rey
,Soo Boc Food,1530 Compton Ave,Los Angeles,CA,90021,34.023258,-118.243832,(213) 680-4432,,,,,,,,PST,Factual,
,Soofer Co.,2828 S Alameda St,,CA,90058,34.011616,-118.239438,(323) 234-6666,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 10:00 PM,PST,Factual,http://www.sadaf.com/
,Soon K Kong,737 S Windsor Blvd #204,Los Angeles,CA,90005,34.061,-118.32,,,,,,,,,PST,LACity,
,Sorullo Discount,2609 N Main St,,CA,90031,34.066081,-118.214993,(323) 352-3481,,,,,,,,PST,Factual,
,Sosco Foods Inc,110 S Fairfax Ave Suite #A14,Los Angeles,CA,90036,34.0741,-118.36,,,,,,,,,PST,LACity,
,Soto Provisions Inc,949 S Meridian Ave,Alhambra,CA,91803,34.0811,-118.15,,,,,,,,,PST,LACity,
,Soto Street Mkt,900 N Soto St,,CA,90033,34.052192,-118.204172,(323) 780-0685,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,South City Market,1346 Firestone Blvd,,CA,90001,33.959984,-118.250293,(323) 588-6302,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 10:00 PM,PST,Factual,
,South Gate Foods,10615 Ruchti Rd,,CA,90280,33.933264,-118.1718,(562) 622-6076,,,,,,,,PST,Factual,http://www.southgatefoods.com/
,South Lacommunity Kitchen,1012 S Citrus Ave,,CA,90019,34.056703,-118.3411,(323) 934-4325,,,,,,,,PST,Factual,
,South Pacific Market,1330 S Pacific Ave,San Pedro,CA,90731,33.731619,-118.287153,(310) 832-5956,,,,,,,,PST,Factual,
,Southeast Asian Groceries,11922 Hawthorne Blvd,,CA,90250,33.925145,-118.352219,(310) 644-6100,,,,,,,,PST,Factual,
,Southeast Asian Grocery,12403 Slauson Ave,,CA,90606,33.960522,-118.053074,(562) 464-6650,,,,,,,,PST,Factual,
,Southern California Ice,22921 Lockness Ave,Torrance,CA,90501,33.816,-118.3,,,,,,,,,PST,LACity,
,Southern California Produce,1414 Virginia Ave,,CA,91706,34.065789,-117.976898,(626) 442-8338,,,,,,,,PST,Factual,
,Southern California Produce,2450 Rosemead Blvd,,CA,91733,34.056556,-118.063907,(626) 442-8338,8:00 AM - 4:30 PM,8:00 AM - 4:30 PM,8:00 AM - 4:30 PM,8:00 AM - 4:30 PM,8:00 AM - 4:30 PM,,,PST,Factual,
,Southern Specialities,10035 Painter Ave,,CA,90670,33.946043,-118.050825,(562) 941-5858,,,,,,,,PST,Factual,
,Southern Wine & Spirits /C,17101 Valley View Ave,Cerritos,CA,90703,33.8764,-118.03,,,,,,,,,PST,LACity,
,Southwest Traders Inc,27565 Diaz Road,Temecula,CA,92590,,,,,,,,,,,PST,LACity,
,Southwind Foods Llc,2900 Ayers Ave,Vernon,CA,90058,,,,,,,,,,,PST,LACity,
,Souzai-Ya,7516 San Fernando Road,Sun Valley,CA,91352,34.2083,-118.35,,,,,,,,,PST,LACity,
,Sovrana Trading Corp,14928 S Figueroa St,Gardena,CA,90248,33.8963,-118.28,,,,,,,,,PST,LACity,
,Soyfoods Of America,1091 Hamilton Road,Duarte,CA,91010,34.1332,-117.98,,,,,,,,,PST,LACity,
,Spartan Import & Export Inc,13167 Constable Ave,Granada Hills,CA,91344,34.3093,-118.5,,,,,,,,,PST,LACity,
,Specialty Food Brokerage Corp,18915 Kinzie St,Northridge,CA,91324,34.2481,-118.55,,,,,,,,,PST,LACity,
,Specific Pacific Foods,852 1St St,Hermosa Beach,CA,90254,33.85545,-118.389,(424) 237-2414,,,,,,,,PST,Yelp,https://www.yelp.com/biz/specific-pacific-foods-hermosa-beach
,Speedi Mart,975 N Aviation Blvd,Manhattan Beach,CA,90266,33.88519,-118.379,(310) 318-1441,,,,,,,,PST,Yelp,https://www.yelp.com/biz/speedi-mart-manhattan-beach
,Splash Beverage Inc,28377 Constellation Road,Valencia,CA,91355,34.4519,-118.58,,,,,,,,,PST,LACity,
,Sprouts Of Promise Foundation,139 Hollister Ave Suite #3,Santa Monica,CA,90405,34.0034,-118.49,,,,,,,,,PST,LACity,
,Spud,21136 S Wilmington Ave,,CA,90810,33.837353,-118.237181,(310) 835-8555,9:00 AM - 4:00 PM,9:00 AM - 4:00 PM,9:00 AM - 4:00 PM,9:00 AM - 4:00 PM,9:00 AM - 4:00 PM,,,PST,Factual,http://www.spud.com
,Spunky Canyon Market,15488 Spunky Canyon Rd,,CA,91390,34.615681,-118.403093,(661) 270-9569,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,PST,Factual,
,Square H Brands Inc,2731 S Soto St,Vernon,CA,90058,34.0121,-118.22,,,,,,,,,PST,LACity,
,Square K Food Mart,1084 S Western Ave,,CA,90006,34.051041,-118.308993,(323) 756-1502,,,,,,,,PST,Factual,
,Square Supermarket,8150 Garvey Ave,,CA,91770,34.061167,-118.091365,(626) 288-9900,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,PST,Factual,http://www.sqsupermarket.com/
,Sreyrat Supermarket,1734 E Anaheim St,,CA,90813,33.782475,-118.169964,(562) 599-4400,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,PST,Factual,
,Sri Lankan Delight,19016 Ventura Blvd,Tarzana,CA,91356,34.17242,-118.547627,(818) 774-1237,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,PST,Factual,http://www.lankandelight.com/
,Sri Lankan Delight,19341 Londelius St,,CA,91324,34.229963,-118.554739,(747) 202-3349,,,,,,,,PST,Factual,http://www.lankandelight.com
,Ss Mart,822 S Vermont Ave,Los Angeles,CA,90005,,,,,,,,,,,PST,LACity,
,St George's Mini Mart,3111 E Chevy Chase Dr,,CA,91206,34.17049,-118.202469,(818) 240-0792,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,PST,Factual,
,St Joseph Inc,817 W 9Th St,Los Angeles,CA,90015,,,,,,,,,,,PST,LACity,
,St Urbain Street Bagels,10840 W Olympic Blvd,Los Angeles,CA,90064,34.0444,-118.43,,,,,,,,,PST,LACity,
,St.George Mini Market,3121 W Rosecrance Ave,Hawthorne,CA,90250,33.90199,-118.327,(310) 263-1943,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 6:00 PM,PST,Yelp,https://www.yelp.com/biz/st-george-mini-market-hawthorne
,Stallion Market,10150 Stonehurst Ave,,CA,91352,34.254543,-118.372984,(818) 768-1270,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,
,Standard Fisheries Corp,2204 Signal Place,San Pedro,CA,90731,,,,,,,,,,,PST,LACity,
,Star Altadena Market,3762 S Normandie Ave,,CA,90007,34.01872,-118.300089,(323) 373-0562,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Star City Beverage Llc,10215 Santa Monica Blvd #B,Century City,CA,90067,34.0604,-118.42,,,,,,,,,PST,LACity,
,Star Fisheries Inc,2206 Signal Place,San Pedro,CA,90731,33.7273,-118.27,,,,,,,,,PST,LACity,
,Star Fisheries Inc,841 Watson Ave,Wilmington,CA,90744,33.782,-118.25,,,,,,,,,PST,LACity,
,Star Food Store,2600 Firestone Blvd,,CA,90280,33.956084,-118.225379,(323) 569-2611,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Star Market,12146 Santa Monica Blvd,Los Angeles,CA,90025,34.03999,-118.464,(310) 820-6064,,,,,,,,PST,Yelp,https://www.yelp.com/biz/star-market-los-angeles-2
,Star Market,1258 E 68Th St,,CA,90001,33.978311,-118.252666,(323) 589-4875,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Star Market,801 N Alma Ave,,CA,90063,34.045082,-118.192046,(323) 265-1151,,,,,,,,PST,Factual,
,Star Market & Tobacco,12610 Hadley St,,CA,90601,33.982642,-118.041762,(562) 464-4700,,,,,,,,PST,Factual,http://www.shaws.com/
,Star Market/Deli,12146 Santa Monica Blvd,Los Angeles,CA,90025,34.0403,-118.46,(310) 820-6064,,,,,,,,PST,LACity,https://www.yelp.com/biz/star-market-los-angeles-2
,Star Mini Mart,9601 Venice Blvd,Culver City,CA,90232,34.0249,-118.4,(310) 204-6115,7:00 AM to 9:00 PM,7:00 AM to 9:00 PM,7:00 AM to 9:00 PM,7:00 AM to 9:00 PM,7:00 AM to 9:00 PM,7:00 AM to 9:00 PM,8:00 AM to 8:00 PM,PST,LACity,https://www.yelp.com/biz/star-mini-mart-culver-city
,Starlite Market,2259 Del Mar Ave,Rosemead,CA,91770,34.055194,-118.09966,(626) 288-3222,12:00 AM - 1:00 AM,12:00 AM - 1:30 AM,12:00 AM - 1:30 AM,12:00 AM - 1:30 AM,12:00 AM - 1:30 AM,12:00 AM - 1:00 AM,12:00 AM - 1:00 AM,PST,Factual,https://www.yelp.com/biz/starlite-mkt-rosemead
,Starlite Market,2259 Del Mar Ave,,CA,91770,34.055194,-118.09966,(626) 288-3222,12:00 AM - 1:00 AM,12:00 AM - 1:30 AM,12:00 AM - 1:30 AM,12:00 AM - 1:30 AM,12:00 AM - 1:30 AM,12:00 AM - 1:00 AM,12:00 AM - 1:00 AM,PST,Factual,
,Stars,7801 Canoga Ave,Los Angeles,CA,91304,34.21242,-118.598,n/a,,,,,,,,PST,Yelp,https://www.yelp.com/biz/stars-los-angeles-2
,Station Food Market,6601 Hollywood Blvd,,CA,90028,34.101711,-118.333597,(323) 461-7737,7:30 AM - 11:59 PM,7:30 AM - 11:59 PM,7:30 AM - 11:59 PM,7:30 AM - 11:59 PM,7:30 AM - 2:00 PM,7:30 AM - 2:00 PM,7:30 AM - 11:59 PM,PST,Factual,
,Station Food Market,6601 Hollywood Blvd,Los Angeles,CA,90028,34.1015,-118.33,,,,,,,,,PST,LACity,
,Stephanie Mini Market,2961 E 4Th St,Los Angeles,CA,90033,34.03715,-118.203,(323) 780-0574,,,,,,,,PST,Yelp,https://www.yelp.com/biz/stephanie-mini-market-los-angeles
,Stephanie's Market,14812 Paramount Blvd,,CA,90723,33.898816,-118.159939,(562) 634-5841,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,PST,Factual,
